nome_escola_siope,municipio,nome_dependencia_administrativa,codigo_escola,codigo_mec,bairro,distrito,cep,complemento,endereco,numero,end2,lon,lat
EDNA TERESA FIORIO EMEF,Santa Gertrudes,MUNICIPAL,282637,35282637,JARDIM MARGARIDA,SANTA GERTRUDES,13510000,RUA,AVENIDA HUM,563,"avenida hum 563 jardim margarida , SP, Brasil",-46.9757825,-23.4110236
CRIANCA FELIZ CRECHE EMEI,Aparecida,MUNICIPAL,202952,35202952,SANTA RITA,APARECIDA,12570000,AVENIDA,RUA ANTONIO FRANCA SOUZA,105,"rua antonio franca souza 105 santa rita , SP, Brasil",-45.2314337,-22.8533998
IACRI CRECHE MUNICIPAL DE,Iacri,MUNICIPAL,231150,35231150,CENTRO,IACRI,17680000,"",PROLONGAMENTO DA RUA LUIZ DE GIULLI,1912,"prolongamento da rua luiz de giulli 1912 centro , SP, Brasil",-50.6866691,-21.8650337
LUCIA VIOLIN DE GIULLI EMEIEF,Iacri,MUNICIPAL,62261,35062261,CENTRO,IACRI,17680000,"",RUA BAHIA,1670,"rua bahia 1670 centro , SP, Brasil",-46.6640123,-23.5515401
TEREZA PASCON VITTE CRECHE MUNICIPAL,Santa Gertrudes,MUNICIPAL,274902,35274902,JARDIM INDAIA II,SANTA GERTRUDES,13510000,RUA,RUA CINCO,755,"rua cinco 755 jardim indaia ii , SP, Brasil",-46.3954308,-23.5187314
LYGIA BUSCHINELLI EMEI,Santa Gertrudes,MUNICIPAL,243012,35243012,JARDIM LUCIANA,SANTA GERTRUDES,13510000,RUA,RUA NOSSA SENHORA APARECIDA,320,"rua nossa senhora aparecida 320 jardim luciana , SP, Brasil",-47.5363155,-22.4599756
MUNDO ENCANTADO EMEI,Alto Alegre,MUNICIPAL,62522,35062522,CENTRO,ALTO ALEGRE,16310000,PREDIO ESCOLAR,DOUTOR ACYR ALVES LEITE,926,"doutor acyr alves leite 926 centro , SP, Brasil",-46.6312427,-23.5422349
EMEF PROFESSOR SUSSUMI IVAMA,Alto Alegre,MUNICIPAL,436379,35436379,CENTRO,ALTO ALEGRE,16310000,PREDIO ESCOLAR,ACYR ALVES LEITE DOUTOR,948,"acyr alves leite doutor 948 centro , SP, Brasil",-46.6312427,-23.5422349
EUGENIO SANTOS EM,Tatuí,MUNICIPAL,196435,35196435,CENTRO,TATUI,18270020,PRACA,ADELAIDE GUEDES,SN,"adelaide guedes sn centro , SP, Brasil",-47.8452171,-23.3471003
EUNICE PEREIRA DE CAMARGO PROFA EMEF,Tatuí,MUNICIPAL,287908,35287908,JARDINS DE TATUI,TATUI,18280000,RODOVIA,RUA JOAO CASTANHO,35,"rua joao castanho 35 jardins de tatui , SP, Brasil",-47.8684022,-23.3257577
ROSALINA HOLTZ DE PAULA PROFA CRECHE MUNICIPAL,Tatuí,MUNICIPAL,211539,35211539,ISOLAMENTO,TATUI,18276130,RUA,RUA VICENTE CARDOSO,1591,"rua vicente cardoso 1591 isolamento , SP, Brasil",-47.8640828,-23.3610222
BENEDICTA PEREIRA FIUZA ORSI PROFA CEPEM,Tatuí,MUNICIPAL,76824,35076824,CENTRO,TATUI,18270390,PRACA,PRACA DA BANDEIRA,15,"praca da bandeira 15 centro , SP, Brasil",-46.6385844,-23.5488495
ESCOLA MUN DE EDUCACAO INFANTIL ALZIRA LEDO BOMFIM,Tatuí,MUNICIPAL,576803,35576803,CENTRO,TATUI,18270180,RUA,HUMAITA,603,"humaita 603 centro , SP, Brasil",-46.642057,-23.5560098
MARIA DA CONCEICAO OLIVEIRA MARCONDES PROFA EM,Tatuí,MUNICIPAL,196484,35196484,JARDIM SAO LUIZ,TATUI,18276550,RUA,JUSTO DEL SANTORO CONSTRUTOR,300,"justo del santoro construtor 300 jardim sao luiz , SP, Brasil",-47.8723233,-23.361259
JOSE BENIGO GOMES EMEF,Sud Mennucci,MUNICIPAL,273570,35273570,BANDEIRANTES D OESTE,SUD MENUCCI,15360000,AVENIDA,RUA 13 DE MAIO,452,"rua 13 de maio 452 bandeirantes d oeste , SP, Brasil",-50.8085794,-20.6114904
VICTOR PADILHA PROFESSOR EMEF,Sud Mennucci,MUNICIPAL,273569,35273569,CENTRO,SUD MENUCCI,15360000,AVENIDA,RUA CICERO CASTILHO CUNHA,426,"rua cicero castilho cunha 426 centro , SP, Brasil",-50.9238018,-20.6912658
EMEF MARIA FLAVIA GALVAO FUMAGALLI,Sud Mennucci,MUNICIPAL,584058,35584058,CENTRO,SUD MENUCCI,15360000,AVENIDA,RUA MARECHAL CASTELO BRANCO,390,"rua marechal castelo branco 390 centro , SP, Brasil",-50.2219269,-22.7895982
DARCY GARCIA GAVIRA PROFA EM,Birigui,MUNICIPAL,94626,35094626,NUCLEO HABITACIONAL THEREZA MARIA BARBIERI,BIRIGUI,16203227,RUA,JOSE VIEIRA,438,"jose vieira 438 nucleo habitacional thereza maria barbieri , SP, Brasil",-50.3134771,-21.2970607
LUCIANO AUGUSTO CANELLAS PROFESSOR EM,Birigui,MUNICIPAL,412612,35412612,JARDIM VISTA ALEGRE,BIRIGUI,16204263,RUA,RUA SALVADOR SANCHES,150,"rua salvador sanches 150 jardim vista alegre , SP, Brasil",-45.14986,-22.7865773
CENTRO DE EDUCACAO INFANTIL MARIA DEVECHIO MIGLIORINI,Birigui,MUNICIPAL,585348,35585348,JARDIM KLAYTON,BIRIGUI,16203050,AVENIDA,JOSE AGOSTINHO ROSSI,SN,"jose agostinho rossi sn jardim klayton , SP, Brasil",-50.3327962,-21.2971423
CORNELIS ADRIANUS VAN GILS PADRE EMEIF,Getulina,MUNICIPAL,77665,35077665,JARDIM ACACIO,GETULINA,16450000,PRACA,RUA WASHINGTON LUIZ,SN,"rua washington luiz sn jardim acacio , SP, Brasil",-46.6349608,-23.5376672
ESCOLA MUNICIPAL DE EDUCACAO INFANTIL TYAGO ALJONAS PIVA,Emilianópolis,MUNICIPAL,209429,35209429,JARDIM EUROPA,EMILIANOPOLIS,19350000,"",FRANÇA,119,"frança 119 jardim europa , SP, Brasil",-46.6733635,-23.5758253
MAGDALENA CARPI BEGGIATO EMEI,Itajobi,MUNICIPAL,71602,35071602,JARDIM BELA VISTA,ITAJOBI,15840000,RUA,RUA ORIENTE COSSARI,170,"rua oriente cossari 170 jardim bela vista , SP, Brasil",-46.6183157,-23.5379103
INACIO DA COSTA EMEF,Itajobi,MUNICIPAL,338459,35338459,CENTRO,ITAJOBI,15840000,RUA,PRACA IX DE JULHO,15,"praca ix de julho 15 centro , SP, Brasil",-46.3507073,-23.4751059
JOSE CARDOSO DE MATTOS EMEIF,Itajobi,MUNICIPAL,359973,35359973,NOVA CARDOSO,NOVA CARDOSO,15840000,RUA,RUA BANDEIRANTES,5,"rua bandeirantes 5 nova cardoso , SP, Brasil",-49.1635252,-21.3328259
NEYDE TONANNI MARAO PROFESSORA CEM,Votuporanga,MUNICIPAL,277812,35277812,JARDIM DAS PALMEIRAS I,VOTUPORANGA,15501385,AVENIDA,AVENIDA CONDE FRANCISCO MATARAZZO,1965,"avenida conde francisco matarazzo 1965 jardim das palmeiras i , SP, Brasil",-49.9901576,-20.4384703
MARIA APPARECIDA NELLI INSPETORA EMEF,Itajobi,MUNICIPAL,437116,35437116,CENTRO,ITAJOBI,15840000,RUA,RUA CINCINATO BRAGA,995,"rua cincinato braga 995 centro , SP, Brasil",-46.6482946,-23.5664766
SHIRLEY APARECIDA FURLAN ALEIXO PROFESSORA EMEI,Itajobi,MUNICIPAL,447079,35447079,JARDIM DA TORRE,ITAJOBI,15840000,RUA,RUA CARLOS STEPHANINI,100,"rua carlos stephanini 100 jardim da torre , SP, Brasil",-48.9492975,-21.1054691
ABILIO CALILE DOUTOR CEMEI,Votuporanga,MUNICIPAL,280756,35280756,PARQUE RESIDENCIAL DO LAGO,VOTUPORANGA,15505070,RUA,RUA VALDEVIR DE OLIVEIRA GUENA,2225,"rua valdevir de oliveira guena 2225 parque residencial do lago , SP, Brasil",-49.9510256,-20.4304601
ELZA MARIA DE SOUZA FAVA FIQUEIRA PROFESSORA CEMEI,Votuporanga,MUNICIPAL,280768,35280768,PARQUE DAS NACOES,VOTUPORANGA,15503251,RUA,BELGICA,2797,"belgica 2797 parque das nacoes , SP, Brasil",-46.5253587,-23.6344909
MARIA LYGIA BERTONCINI LEITE PROFESSORA CEMEI,Votuporanga,MUNICIPAL,280773,35280773,POZZOBON,VOTUPORANGA,15503050,RUA,ANTONIO SERAFIM QUEIROZ,3029,"antonio serafim queiroz 3029 pozzobon , SP, Brasil",-49.9724132,-20.3948488
LUCIA DE MORAIS CAMARGO ROCHA PROFA EMEF,Itaí,MUNICIPAL,436343,35436343,VILA CAPITAO CEZARIO,ITAI,18730000,RUA,RUA YASSUCHI SAKAMOTO,408,"rua yassuchi sakamoto 408 vila capitao cezario , SP, Brasil",-49.0956066,-23.4047013
ANTONIO DE FREITAS FILHO PROF EMEF,Itaí,MUNICIPAL,214735,35214735,CENTRO,ITAI,18730000,RUA,AVENIDA SANTO ANTONIO,1120,"avenida santo antonio 1120 centro , SP, Brasil",-46.7817521,-23.5385254
FAUSTINO PEDROSO PROFESSOR CEM,Votuporanga,MUNICIPAL,282856,35282856,SAN REMO,VOTUPORANGA,15502054,RUA,RUA VILA RICA,2943,"rua vila rica 2943 san remo , SP, Brasil",-47.0527714,-23.1733445
ANGELINA MARIA DE ALMEIDA TANNUS PROFA EMEI,Itaí,MUNICIPAL,214747,35214747,VILA CAPITAO CESARIO,ITAI,18730000,RUA,RUA FRANCISCO GUIMARAES,110,"rua francisco guimaraes 110 vila capitao cesario , SP, Brasil",-49.0940028,-23.4041559
TEREZINHA GUERRA CEMEI,Votuporanga,MUNICIPAL,283800,35283800,JARDIM SANTO ANTONIO,VOTUPORANGA,15502120,RUA,RUA PARAGUAI,4314,"rua paraguai 4314 jardim santo antonio , SP, Brasil",-46.7401915,-23.3651196
OROZIMBO FURTADO FILHO PROFESSOR CEM,Votuporanga,MUNICIPAL,436501,35436501,DISTRITO SIMONSEN,VOTUPORANGA,15515003,RUA,RUA BOA VISTA,1281,"rua boa vista 1281 distrito simonsen , SP, Brasil",-46.6335216,-23.5460083
FLORIANO MARZOCHI PROF CEMEI,Votuporanga,MUNICIPAL,465203,35465203,JARDIM DAS PALMEIRAS I,VOTUPORANGA,15501455,RUA,CANDIDO PETENUCCI,2421,"candido petenucci 2421 jardim das palmeiras i , SP, Brasil",-49.990901,-20.4342371
LUIZA GIACOMINI CENTRO MUN DE EDUCACAO INFANTIL,Votuporanga,MUNICIPAL,568995,35568995,JARDIM RESIDENCIAL MONTE VERDE,VOTUPORANGA,15506123,RUA,RUA ARAMIS MENDES GONCALVES,1270,"rua aramis mendes goncalves 1270 jardim residencial monte verde , SP, Brasil",-50.0067804,-20.4264037
MONTEIRO LOBATO CENTRO DE EDUCACAO INFANTIL,Itaí,MUNICIPAL,462627,35462627,CONJ HAB RECANTO DOS PASSAROS,ITAI,18730000,RUA,AVENIDA DAS GARCAS,5,"avenida das garcas 5 conj hab recanto dos passaros , SP, Brasil",-46.9859761,-23.6208402
JOSE MODESTO SOBRINHO CAZECA CEMEI,Votuporanga,MUNICIPAL,72175,35072175,JARDIM DAS PALMEIRAS I,VOTUPORANGA,15501385,AVENIDA,AVENIDA CONDE FRANCISCO MATARAZZO,2139,"avenida conde francisco matarazzo 2139 jardim das palmeiras i , SP, Brasil",-49.9892988,-20.4370304
GERALDO ROCHA CAMPOS AREA DESENVOLVIMENTO INFANTIL,Santa Bárbara d'Oeste,MUNICIPAL,73404,35073404,VILA LINOPOLIS I,SANTA BARBARA D OESTE,13450410,RUA,ALONSO KEESE,331,"alonso keese 331 vila linopolis i , SP, Brasil",-47.4202618,-22.7609277
ROSA LEE CARR CONTI PROFESSORA EMEFEI,Santa Bárbara d'Oeste,MUNICIPAL,73453,35073453,VILA SANTA CRUZ,SANTA BARBARA D OESTE,13451052,RUA,PEDRO ALVARES CABRAL,336,"pedro alvares cabral 336 vila santa cruz , SP, Brasil",-47.4248765,-22.749794
MARIA REGINA BARBOSA CARPIM PROFA EMEFEI,Santa Bárbara d'Oeste,MUNICIPAL,73428,35073428,JARDIM EUROPA I,SANTA BARBARA D OESTE,13455425,RUA,PORTUGAL,680,"portugal 680 jardim europa i , SP, Brasil",-47.3688062,-22.7240399
TEREZINHA DE JESUS SOARES QUINALHA PROFESSOR EMEFEI,Santa Bárbara d'Oeste,MUNICIPAL,233298,35233298,JARDIM VISTA ALEGRE,SANTA BARBARA D OESTE,13458576,RUA,BENIGNIDADE,337,"benignidade 337 jardim vista alegre , SP, Brasil",-47.3941626,-22.7766044
CLOTILDE TEIXEIRA CULLEN PROFESSORA EMEI,Santa Bárbara d'Oeste,MUNICIPAL,201893,35201893,JARDIM DAS LARANJEIRAS,SANTA BARBARA D OESTE,13453718,RUA,URANDI,670,"urandi 670 jardim das laranjeiras , SP, Brasil",-46.6617471,-23.5072841
EUFRASIA GARCIA DE SOUZA EMEI,Santa Bárbara d'Oeste,MUNICIPAL,573929,35573929,JARDIM NOVA CONQUISTA,SANTA BARBARA D OESTE,13453868,RUA,LAZARO PEREIRA REZENDE,101,"lazaro pereira rezende 101 jardim nova conquista , SP, Brasil",-47.3826555,-22.7285215
ROTARY EMEI,Santa Bárbara d'Oeste,MUNICIPAL,73436,35073436,JARDIM PEROLA,SANTA BARBARA D OESTE,13454178,RUA,ACUCAR,550,"acucar 550 jardim perola , SP, Brasil",-47.3723213,-22.7458887
EVA BARROSO OLIVEIRA EMEF,Barrinha,MUNICIPAL,239860,35239860,VILA RECREIO,BARRINHA,14860000,RUA,RUA RAFAEL BRUNINI,430,"rua rafael brunini 430 vila recreio , SP, Brasil",-48.1560207,-21.1863374
BENEDICTO THEODORO MENEGUSSI CRECHE,Barrinha,MUNICIPAL,272383,35272383,JARDIM PAULISTA,BARRINHA,14860000,RUA,RUA MACHADO DE ASSIS,281,"rua machado de assis 281 jardim paulista , SP, Brasil",-46.6352676,-23.581027
CAEME SEVERINO PAIXAO DA SILVA,Barrinha,MUNICIPAL,288780,35288780,JARDIM PAULISTA,BARRINHA,14860000,RUA,RUA MACHADO DE ASSIS,405,"rua machado de assis 405 jardim paulista , SP, Brasil",-46.6341814,-23.580518
ANTONIO DUARTE NOGUEIRA DOUTOR EMEF,Barrinha,MUNICIPAL,245227,35245227,JARDIM PAULISTA,BARRINHA,14860000,RUA,RUA CARLOS BOMBONATO,1000,"rua carlos bombonato 1000 jardim paulista , SP, Brasil",-48.1497889,-21.1915464
PAULO DA SILVA PRADO DOUTOR EMEF,Barrinha,MUNICIPAL,227171,35227171,CENTRO,BARRINHA,14860000,RUA,AVENIDA PRESIDENTE VARGAS,1194,"avenida presidente vargas 1194 centro , SP, Brasil",-43.2041144,-22.9096635
PRIMO GIRALDELLI EMEI,Barrinha,MUNICIPAL,242354,35242354,VILA RECREIO,BARRINHA,14860000,RUA,RUA PRINCESA ISABEL,370,"rua princesa isabel 370 vila recreio , SP, Brasil",-46.6826251,-23.6222556
IBRAIM SALEH EMEB,Barrinha,MUNICIPAL,441508,35441508,PARQUE MOGI,BARRINHA,14860000,RUA,RUA FIORAVANTE ZAMBONINI,377,"rua fioravante zambonini 377 parque mogi , SP, Brasil",-48.1657262,-21.1946624
DARVY MASCARO PROFESSOR EMEF,Barrinha,MUNICIPAL,283861,35283861,VILA RECREIO,BARRINHA,14860000,RUA,RUA SUSSUMO OKANO,430,"rua sussumo okano 430 vila recreio , SP, Brasil",-48.1582142,-21.1868191
ANA VIOLIM GANDOLFI CEMEI,Brodowski,MUNICIPAL,276388,35276388,VILA CRISTAL,BRODOSQUI,14340000,RUA,RUA ANTONIO ALVES FABRI,159,"rua antonio alves fabri 159 vila cristal , SP, Brasil",-47.4412245,-23.5100636
RICARDA GODOY LOPES PROFA EMEF,Piquete,MUNICIPAL,243905,35243905,SANTO ANTONIO,PIQUETE,12620000,RUA,TRAVESSA ARLINDO DE MOURA,97,"travessa arlindo de moura 97 santo antonio , SP, Brasil",-45.197086,-22.5972939
MARIA AUXILIADORA RAMOS PROFA EM,Piquete,MUNICIPAL,212076,35212076,SANTA ISABEL,PIQUETE,12620000,"",RUA OLINDO PINTO BONIFACIO,SN,"rua olindo pinto bonifacio sn santa isabel , SP, Brasil",-45.1638925,-22.6204513
MARIA ODAISA DA COSTA FROTA PROFA EM,Piquete,MUNICIPAL,212088,35212088,RAIA,PIQUETE,12620000,RUA,RUA FRANCISCO DE PAULA RIBEIRO,35,"rua francisco de paula ribeiro 35 raia , SP, Brasil",-46.986,-23.0358
CRECHE KASUMI TAKAHASHI,Barrinha,MUNICIPAL,578733,35578733,JARDIM NOVO HORIZONTE,BARRINHA,14860000,ANTIGA RUA 4,RUA VICTA APARECIDA DIAS,403,"rua victa aparecida dias 403 jardim novo horizonte , SP, Brasil",-45.2316652,-22.8469023
EMEI JARDIM AMERICANOPOLIS,São Paulo,MUNICIPAL,586997,35586997,VILA JOANIZA,CIDADE ADEMAR,4428000,AVENIDA,YERVANT KISSAJIKIAN,2292,"yervant kissajikian 2292 vila joaniza , SP, Brasil",-46.6592413,-23.6769026
HELIO AUGUSTO DE SOUZA PROF EMEF,São José dos Campos,MUNICIPAL,96672,35096672,JARDIM VALPARAIBA,SAO JOSE DOS CAMPOS,12221371,PRACA,PRACA DOS MUSICOS,SN,"praca dos musicos sn jardim valparaiba , SP, Brasil",-45.8417227,-23.1746928
ANTONIO PALMA SOBRINHO PROF EMEF,São José dos Campos,MUNICIPAL,78153,35078153,PARQUE NOVA ESPERANCA,SAO JOSE DOS CAMPOS,12226170,RUA,ANGELO SCARPEL,163,"angelo scarpel 163 parque nova esperanca , SP, Brasil",-45.7844629,-23.201276
HOMERA DA SILVA BRAGA PROFA EMEF,São José dos Campos,MUNICIPAL,359981,35359981,CIDADE MORUMBI,SAO JOSE DOS CAMPOS,12236450,RUA,JOAQUIM DE PAULA,670,"joaquim de paula 670 cidade morumbi , SP, Brasil",-45.9002182,-23.2511847
ELZA REGINA FERREIRA BEVILACQUA PROFA EMEF,São José dos Campos,MUNICIPAL,90050,35090050,JARDIM ESTORIL,SAO JOSE DOS CAMPOS,12232040,RUA,BRENO DE MOURA,SN,"breno de moura sn jardim estoril , SP, Brasil",-45.8839142,-23.2510893
ANGELA DE CASTRO FERNANDES LOPES PROFA EMEI,São José dos Campos,MUNICIPAL,85170,35085170,PARQUE INDUSTRIAL,SAO JOSE DOS CAMPOS,12235650,RUA,TURIACU,792,"turiacu 792 parque industrial , SP, Brasil",-46.6707192,-23.5326605
MARIA DA GLORIA MARIANO SANTOS PROFA EMEI,São José dos Campos,MUNICIPAL,92289,35092289,JARDIM TELESPARK,SAO JOSE DOS CAMPOS,12212810,PRACA,CESAR TRABALLI,80,"cesar traballi 80 jardim telespark , SP, Brasil",-45.9078989,-23.1599357
LUIZ SUNDFELD PROF EMEI,São José dos Campos,MUNICIPAL,225150,35225150,CONJUNTO RESIDENCIAL GALO BRANCO,SAO JOSE DOS CAMPOS,12247530,RUA,FELICIO JABBUR NASSER,1035,"felicio jabbur nasser 1035 conjunto residencial galo branco , SP, Brasil",-45.7760884,-23.1366461
DOSULINA CHENQUE CHAVES DE ANDRADE PROFA EMEF,São José dos Campos,MUNICIPAL,227900,35227900,JARDIM ALTOS DE SANTANA,SAO JOSE DOS CAMPOS,12214000,AVENIDA,PICO DAS AGULHAS NEGRAS,1594,"pico das agulhas negras 1594 jardim altos de santana , SP, Brasil",-45.9153843,-23.1597347
MARIANITA DE OLIVEIRA PEREIRA SANTOS PROFA NEI,São José dos Campos,MUNICIPAL,90104,35090104,BOSQUE DOS EUCALIPTOS,SAO JOSE DOS CAMPOS,12233290,RUA,VICOSA,5,"vicosa 5 bosque dos eucaliptos , SP, Brasil",-45.8852476,-23.239867
HELIO WALTER BEVILACQUA PROFESSOR EMEF,São José dos Campos,MUNICIPAL,495300,35495300,JARDIM REPUBLICA,SAO JOSE DOS CAMPOS,12234831,RUA,RUA OSCAR FERREIRA DA SILVA,155,"rua oscar ferreira da silva 155 jardim republica , SP, Brasil",-45.8983174,-23.2892312
DIMEIA MARIA FERREIRA DINIZ ENDO PROFA INST MATERNO INFANTIL,São José dos Campos,MUNICIPAL,225484,35225484,CAMPO DOS ALEMAES,SAO JOSE DOS CAMPOS,12239170,RUA,NELSON JOSE DE CARVALHO FERREIRA,91,"nelson jose de carvalho ferreira 91 campo dos alemaes , SP, Brasil",-45.8997355,-23.2689942
ANNA RUIZ FERNANDES FURLANI PROFA EMEF,Pederneiras,MUNICIPAL,436975,35436975,JARDIM RESIDENCIAL PARAÍSO,PEDERNEIRAS,17280000,"",HILDEBRANDO SAGIORO,L-260,"hildebrando sagioro l-260 jardim residencial paraíso , SP, Brasil",-48.193344,-21.7650148
VILA PAIVA NEI,São José dos Campos,MUNICIPAL,95936,35095936,VILA PAIVA,SAO JOSE DOS CAMPOS,12213400,RUA,ANTONIO PEDRO PEROTTI,375,"antonio pedro perotti 375 vila paiva , SP, Brasil",-45.909063,-23.1373117
MARIA NAZARETH DE MOURA VERONESE PROFA EMEF,São José dos Campos,MUNICIPAL,56807,35056807,JARDIM DA GRANJA,SAO JOSE DOS CAMPOS,12227510,PRACA,COLUMBA,45,"columba 45 jardim da granja , SP, Brasil",-45.8529749,-23.2058173
MERCEDES RACHID EDWARDS EMEF,São José dos Campos,MUNICIPAL,281700,35281700,SAO FRANCISCO XAVIER,SAO FRANCISCO XAVIER,12249000,PRACA,ESTRADA MUNICIPAL VEREADOR PEDRO DAVID,19251,"estrada municipal vereador pedro david 19251 sao francisco xavier , SP, Brasil",-45.920629,-22.951275
JOAO MARCONDES GUIMARAES PADRE EMEI,São José dos Campos,MUNICIPAL,96684,35096684,BOSQUE DOS EUCALIPTOS,SAO JOSE DOS CAMPOS,12233420,RUA,TATUI,27,"tatui 27 bosque dos eucaliptos , SP, Brasil",-45.8917302,-23.2588458
GERALDO DE ALMEIDA PROF EMEF,São José dos Campos,MUNICIPAL,227912,35227912,CHACARAS POUSADA DO VALE,SAO JOSE DOS CAMPOS,12226763,RUA,RUA CAMOMILA,100,"rua camomila 100 chacaras pousada do vale , SP, Brasil",-45.793326,-23.221915
MARIO CAMPANER PROF EMEI,São José dos Campos,MUNICIPAL,87497,35087497,JARDIM DAS INDUSTRIAS,SAO JOSE DOS CAMPOS,12241100,PRACA,FLAMBOYANT,131,"flamboyant 131 jardim das industrias , SP, Brasil",-45.923915,-23.2290304
MARTHA ABIB CASTANHO PROFESSORA EMEF,São José dos Campos,MUNICIPAL,463814,35463814,JARDIM SATELITE,SAO JOSE DOS CAMPOS,12230021,RUA,LEBLON,60,"leblon 60 jardim satelite , SP, Brasil",-45.8826532,-23.2232945
IVANEIDE NOGUEIRA PROFESSORA EMEB,São Bernardo do Campo,MUNICIPAL,61840,35061840,SANTA CRUZ,SAO BERNARDO DO CAMPO,9835557,RUA,IARA DIE PEREIRA,12500,"iara die pereira 12500 santa cruz , SP, Brasil",-46.6333094,-23.5505199
ROLANDO RAMACCIOTTI EMEBE,São Bernardo do Campo,MUNICIPAL,79078,35079078,ANCHIETA,SAO BERNARDO DO CAMPO,9608040,RUA,WARNER,300,"warner 300 anchieta , SP, Brasil",-46.5654876,-23.672426
HELENA ZANFELICI DA SILVA EMEB,São Bernardo do Campo,MUNICIPAL,93919,35093919,FINCO,SAO BERNARDO DO CAMPO,9831650,RUA,RUA JOSE FARHAT,80,"rua jose farhat 80 finco , SP, Brasil",-46.5377497,-23.7867189
JANE PALUMBO PROFA EMEI,São José dos Campos,MUNICIPAL,347590,35347590,CONJUNTO RESIDENCIAL DOM PEDRO I,SAO JOSE DOS CAMPOS,12232610,RUA,RUA EDILSON SABINO DOS SANTOS,SN,"rua edilson sabino dos santos sn conjunto residencial dom pedro i , SP, Brasil",-45.8891681,-23.2765278
ARLINDO CAETANO FILHO PROF EMEI,São José dos Campos,MUNICIPAL,89618,35089618,CONJUNTO RESIDENCIAL TRINTA E UM DE MARCO,SAO JOSE DOS CAMPOS,12237200,RUA,VALDEMIR DE OLIVEIRA,42,"valdemir de oliveira 42 conjunto residencial trinta e um de marco , SP, Brasil",-45.914326,-23.2483515
PEDRO DE ALCANTARA DOM EMEF,São José dos Campos,MUNICIPAL,62492,35062492,CONJUNTO RESIDENCIAL DOM PEDRO I,SAO JOSE DOS CAMPOS,12232750,AVENIDA,ADILSON JOSE DA CRUZ,7581,"adilson jose da cruz 7581 conjunto residencial dom pedro i , SP, Brasil",-45.8875694,-23.2808948
EMEF PROFESSORA MERCEDES MARIA PEROTTI,São José dos Campos,MUNICIPAL,447547,35447547,RIO COMPRIDO,SAO JOSE DOS CAMPOS,12238000,AVENIDA,RUA SAO FRANCISCO,181,"rua sao francisco 181 rio comprido , SP, Brasil",-43.2053404,-22.9252336
EMEF PROFESSORA MERCEDES MARIA PEROTTI,São José dos Campos,MUNICIPAL,447547,35447547,RIO COMPRIDO,SAO JOSE DOS CAMPOS,12238000,AVENIDA,RUA SAO FRANCISCO,181,"rua sao francisco 181 rio comprido , SP, Brasil",-43.2053404,-22.9252336
CASSIANO RICARDO EMEI,São José dos Campos,MUNICIPAL,82995,35082995,VILA ADYANA,SAO JOSE DOS CAMPOS,12243750,RUA,PRUDENTE MEIRELES DE MORAIS ENGENHEIRO,1000,"prudente meireles de morais engenheiro 1000 vila adyana , SP, Brasil",-45.8904618,-23.199282
CASSIANO RICARDO EMEI,São José dos Campos,MUNICIPAL,82995,35082995,VILA ADYANA,SAO JOSE DOS CAMPOS,12243750,RUA,PRUDENTE MEIRELES DE MORAIS ENGENHEIRO,1000,"prudente meireles de morais engenheiro 1000 vila adyana , SP, Brasil",-45.8904618,-23.199282
ANA ISABEL BARBOSA PROFA NEI,São José dos Campos,MUNICIPAL,62467,35062467,BUQUIRINHA,SAO JOSE DOS CAMPOS,12213790,RUA,BENEDITO DE OLIVEIRA E SILVA,115,"benedito de oliveira e silva 115 buquirinha , SP, Brasil",-45.9156754,-23.1125092
LOURDES DE OLIVEIRA MENDES PROFA EMEI,São José dos Campos,MUNICIPAL,418365,35418365,JARDIM PARARANGABA,SAO JOSE DOS CAMPOS,12224720,RUA,RIO UNA,488,"rio una 488 jardim pararangaba , SP, Brasil",-45.8079064,-23.1742608
RUTH NUNES DA TRINDADE PROFA EMEF,São José dos Campos,MUNICIPAL,271299,35271299,JARDIM TORRAO DE OURO,SAO JOSE DOS CAMPOS,12229010,RUA,WALDEMAR TEIXEIRA,900,"waldemar teixeira 900 jardim torrao de ouro , SP, Brasil",-45.8621482,-23.2708451
CREMILDA ALVES DE OLIVEIRA AZEVEDO PROFA NEI,São José dos Campos,MUNICIPAL,89631,35089631,VILA NOVA CRISTINA,SAO JOSE DOS CAMPOS,12211135,RUA,DURVALINA ISAURA CONCEICAO DOS SANTOS,242,"durvalina isaura conceicao dos santos 242 vila nova cristina , SP, Brasil",-45.8904514,-23.1579995
JOSE AVILEZ VEREADOR EMEB,São Bernardo do Campo,MUNICIPAL,82296,35082296,DEMARCHI,SAO BERNARDO DO CAMPO,9820050,RUA,ANTONIO SERAFIM ZAMPIERI,90,"antonio serafim zampieri 90 demarchi , SP, Brasil",-46.5572288,-23.735085
CLAUDEMIR GOMES DO VALE PROF EMEB,São Bernardo do Campo,MUNICIPAL,82338,35082338,MONTANHAO,SAO BERNARDO DO CAMPO,9792302,ESTRADA,PEDRA BRANCA,854,"pedra branca 854 montanhao , SP, Brasil",-46.530195,-23.75516
JOSE CATALDI EMEB,São Bernardo do Campo,MUNICIPAL,82417,35082417,DEMARCHI,SAO BERNARDO DO CAMPO,9820380,RUA,JOAO GERBELLI,330,"joao gerbelli 330 demarchi , SP, Brasil",-46.550146,-23.738615
