no_municipio,nome_escola_siope,esc,nome_dependencia_administrativa,nome_escola_secretaria,codigo_escola,codigo_mec,bairro,distrito,cep,complemento,endereco,numero
valparaiso,DJANIRA DOS SANTOS BENETTI EMEF,djanira dos santos benetti emef,MUNICIPAL,DJANIRA DOS SANTOS BENETTI EMEF,221004,35221004,AGROVILA,VALPARAISO,16880000,RUA,RUA DOUTOR EURIPEDES LEITE BASTOS,116
valparaiso,EDITH ALVES MOREIRA EMEI CRECHE,edith alves moreira emei creche,MUNICIPAL,EDITH ALVES MOREIRA EMEI CRECHE,73659,35073659,LAMBARI,VALPARAISO,16880000,RUA,RUA SIMAO ALVES,760
valparaiso,PERSIO SCATENA GARCIA PROFESSOR EMEF,persio scatena garcia professor emef,MUNICIPAL,PERSIO SCATENA GARCIA PROFESSOR EMEF,337304,35337304,PEDRO SAMUEL,VALPARAISO,16880000,RUA,RUA BARTOLOMEU BUENO,878
valparaiso,JOAQUIM ABILIO FERREIRA EMEI,joaquim abilio ferreira emei,MUNICIPAL,JOAQUIM ABILIO FERREIRA EMEI,287106,35287106,CANGUCU,VALPARAISO,16880000,RUA,AVENIDA DOUTOR RAMOS DE MOURAO,1350
paraguacu paulista,HELENA WIRGUES RAMOS PROFA EMEF,helena wirgues ramos profa emef,MUNICIPAL,HELENA WIRGUES RAMOS PROFA EMEF,217839,35217839,VILA NOVA,PARAGUACU PAULISTA,19700000,RUA,RUA JERONIMO VIEIRA,685
paraguacu paulista,CELIO RODRIGUES SIQUEIRA PROF EMEF,celio rodrigues siqueira prof emef,MUNICIPAL,CELIO RODRIGUES SIQUEIRA PROF EMEF,243553,35243553,JARDIM DAS OLIVEIRAS,PARAGUACU PAULISTA,19700000,RUA,AVENIDA HUGO SIMONETT,675
paraguacu paulista,MARIA ANTONIA TORRES GOBBI ALFREDO PROFA EMEI,maria antonia torres gobbi alfredo profa emei,MUNICIPAL,MARIA ANTONIA TORRES GOBBI ALFREDO PROFA EMEI,88959,35088959,MURILO MACEDO,PARAGUACU PAULISTA,19700000,RUA,RUA RUTH DELIBERADOR,90
paraguacu paulista,MARILDA DE LIMA VITOR FARIA PROFA EMEI,marilda de lima vitor faria profa emei,MUNICIPAL,MARILDA DE LIMA VITOR FARIA PROFA EMEI,88961,35088961,VILA ATHAIDE,PARAGUACU PAULISTA,19700000,RUA,AVENIDA BRASIL,1914
valparaiso,WALDEMAR ALVES EMEI CRECHE,waldemar alves emei creche,MUNICIPAL,WALDEMAR ALVES EMEI CRECHE,232324,35232324,AGROVILA,VALPARAISO,16880000,"",RUA 2,320
valparaiso,ALVARO DE ALMEIDA PROFESSOR EMEF,alvaro de almeida professor emef,MUNICIPAL,ALVARO DE ALMEIDA PROFESSOR EMEF,220991,35220991,CENTRO,VALPARAISO,16880000,RUA,RUA RUI BARBOSA,220
tatui,ESCOLA MUN DE EDUCACAO INFANTIL MASAJI HORIGUCHI,escola mun de educacao infantil masaji horiguchi,MUNICIPAL,ESCOLA MUN DE EDUCACAO INFANTIL MASAJI HORIGUCHI,576530,35576530,JARDIM SAO PAULO,TATUI,18271105,RUA,FRANCISCO MANOEL DE SA,159
tatui,ONDINA HELENA M CAVALCANTI PROFA CEPEM,ondina helena m cavalcanti profa cepem,MUNICIPAL,ONDINA HELENA M CAVALCANTI PROFA CEPEM,96097,35096097,JARDIM SANTA RITA DE CASSIA,TATUI,18274210,RUA,RUA ANA FERMAN,290
tatui,LAURINDO BADANAIS ESCOLA MUNICIPAL DE EDUCACAO INFANTIL,laurindo badanais escola municipal de educacao infantil,MUNICIPAL,LAURINDO BADANAIS ESCOLA MUNICIPAL DE EDUCACAO INFANTIL,460710,35460710,JARDIM SANTA RITA DE CASSIA,TATUI,18274300,RUA,JUVENAL DE MEDEIROS,54
tatui,JOSE GALVAO SOBRINHO PROFESSOR EMEF,jose galvao sobrinho professor emef,MUNICIPAL,JOSE GALVAO SOBRINHO PROFESSOR EMEF,295541,35295541,JARDIM TOKIO,TATUI,18279610,BLOCO I,MARIETA DE ASSUNCAO TELLES DONA,139
tatui,JOAO FLORENCIO EM,joao florencio em,MUNICIPAL,JOAO FLORENCIO EM,196447,35196447,CENTRO,TATUI,18270380,PRACA,PAULO SETUBAL,21
tatui,CHIQUINHA RODRIGUES CRECHE MUNICIPAL,chiquinha rodrigues creche municipal,MUNICIPAL,CHIQUINHA RODRIGUES CRECHE MUNICIPAL,211515,35211515,CENTRO,TATUI,18270390,PRACA,PRACA DA BANDEIRA,118
tatui,MARIA DE LOURDES ROSA BUENO PROFA EMEI,maria de lourdes rosa bueno profa emei,MUNICIPAL,MARIA DE LOURDES ROSA BUENO PROFA EMEI,273041,35273041,PARQUE SAO RAFAEL,TATUI,18274008,RUA,BENEDITO MENDES DE ALMEIDA DOUTOR,SN
tatui,MARIA ZENEIDE DE ALMEIDA MELLO PROFA CRECHE MUNICIPAL,maria zeneide de almeida mello profa creche municipal,MUNICIPAL,MARIA ZENEIDE DE ALMEIDA MELLO PROFA CRECHE MUNICIPAL,211540,35211540,JARDIM SANTA RITA DE CASSIA,TATUI,18274210,RUA,RUA ANA FERMANN,290
tatui,JORGE DA SILVA FIUZA PROF CEPEM,jorge da silva fiuza prof cepem,MUNICIPAL,JORGE DA SILVA FIUZA PROF CEPEM,645977,35645977,VILA AMERICANA,TATUI,18272131,RUA,JOAQUIM LOURENCO,SN
pedra bela,PEDRA BELA EM,pedra bela em,MUNICIPAL,PEDRA BELA EM,278634,35278634,CENTRO,PEDRA BELA,12990000,CENTRO,RUA ANTONIO CENCIANI,SN
pedra bela,BAIRRO DO CORREGO RASO EM,bairro do corrego raso em,MUNICIPAL,BAIRRO DO CORREGO RASO EM,664820,35664820,BAIRRO DO CORREGO RASO,PEDRA BELA,12990000,SITIO,BAIRRO DO CORREGO RASO,SN
cajati,BAIRRO CAPITAO BRAZ ESCOLA MUNICIPAL,bairro capitao braz escola municipal,MUNICIPAL,BAIRRO CAPITAO BRAZ ESCOLA MUNICIPAL,215934,35215934,CAPITAO BRAZ,CAJATI,11950000,RUA,AVENIDA VICTOR PEREIRA,SN
sagres,RENATA ALVES GUIMARAES RIBEIRO CRECHE MUNICIPAL,renata alves guimaraes ribeiro creche municipal,MUNICIPAL,RENATA ALVES GUIMARAES RIBEIRO CRECHE MUNICIPAL,243188,35243188,CENTRO,SAGRES,17710000,RUA,AVENIDA ARMINDA TRINDADE RIBAS,112
aparecida,CHAGAS PEREIRA EMEF,chagas pereira emef,MUNICIPAL,CHAGAS PEREIRA EMEF,294366,35294366,CENTRO,APARECIDA,12570000,AVENIDA,PRACA DOUTOR BENEDITO MEIRELLES,111
aparecida,OSWALDO MORAES DE CASTRO CRECHE,oswaldo moraes de castro creche,MUNICIPAL,OSWALDO MORAES DE CASTRO CRECHE,600581,35600581,SAO SEBASTIAO,APARECIDA,12570000,AVENIDA,RUA MAJOR MANOEL MARTINS DE CASTILHO,307
aparecida,VERA LUCIA BOURABEBE CRECHE EMEI,vera lucia bourabebe creche emei,MUNICIPAL,VERA LUCIA BOURABEBE CRECHE EMEI,203063,35203063,ITAGUACU,APARECIDA,12570000,AVENIDA,RUA ITACOLOMI,SN
aparecida,SILVANIA APARECIDA DE SOUZA BOMBACHI DE PAIVA CRECHE ESCOLA,silvania aparecida de souza bombachi de paiva creche escola,MUNICIPAL,SILVANIA APARECIDA DE SOUZA BOMBACHI DE PAIVA CRECHE ESCOLA,267867,35267867,JARDIM SAO PAULO,APARECIDA,12570000,AVENIDA,RUA ALFREDO PENIDO,76
aparecida,SOLON PEREIRA PREFEITO EMEF,solon pereira prefeito emef,MUNICIPAL,SOLON PEREIRA PREFEITO EMEF,337997,35337997,SANTA LUZIA,APARECIDA,12570000,AVENIDA,TRAVESSA JOSE AMADOR,88
paraguacu paulista,IRMA LUCIA ESCOLA MUNICIPAL DE EDUCACAO INFANTIL,irma lucia escola municipal de educacao infantil,MUNICIPAL,IRMA LUCIA ESCOLA MUNICIPAL DE EDUCACAO INFANTIL,223335,35223335,JARDIM AMERICA,PARAGUACU PAULISTA,19700000,RUA,RUA ARTHUR EBEL,1715
paraguacu paulista,MARIA PEREIRA BRISO DONA EMEI,maria pereira briso dona emei,MUNICIPAL,MARIA PEREIRA BRISO DONA EMEI,223347,35223347,VILA ATHAYDE,PARAGUACU PAULISTA,19700000,RUA,RUA SANTOS DUMONT,1436
paraguacu paulista,DOMINGOS PAULINO VIEIRA EMEIF,domingos paulino vieira emeif,MUNICIPAL,DOMINGOS PAULINO VIEIRA EMEIF,245215,35245215,ROSETA,CONCEICAO DE MONTE ALEGRE,19700970,"",RUA OSVALDO CRUZ,SN
aparecida,ANISIO NOVAES EMEF,anisio novaes emef,MUNICIPAL,ANISIO NOVAES EMEF,202903,35202903,SANTA TEREZINHA,APARECIDA,12570000,AVENIDA,RUA JOAO APRIGIO COSTA,139
aparecida,JOSE GERALDO LEMES VALLADAO PREF EMEIEF,jose geraldo lemes valladao pref emeief,MUNICIPAL,JOSE GERALDO LEMES VALLADAO PREF EMEIEF,282492,35282492,SAO GERALDO,APARECIDA,12570000,AVENIDA,AVENIDA ITAGUACU,1963
aparecida,MARISTELLA JACOB DE SOUZA PROFA CRECHE ESCOLA,maristella jacob de souza profa creche escola,MUNICIPAL,MARISTELLA JACOB DE SOUZA PROFA CRECHE ESCOLA,202915,35202915,VILA MARIANA,APARECIDA,12570000,AVENIDA,RUA VICENTE DE ALMEIDA,SN
braganca paulista,MARIA ELISA QUADROS CAMARA PROFA EM,maria elisa quadros camara profa em,MUNICIPAL,MARIA ELISA QUADROS CAMARA PROFA EM,226592,35226592,APARECIDA,BRAGANCA PAULISTA,12912590,RUA,CASPER LIBERO,1150
braganca paulista,BAIRRO GUARIPOCABA DA ESTACAO EM RURAL,bairro guaripocaba da estacao em rural,MUNICIPAL,BAIRRO GUARIPOCABA DA ESTACAO EM RURAL,662409,35662409,GUARIPOCABA,BRAGANCA PAULISTA,12929701,ESTRADA MUNICIPAL,BAIRRO GUARIPOCABA,SN
braganca paulista,BAIRRO MORRO GRANDE DA BOA VISTA EM,bairro morro grande da boa vista em,MUNICIPAL,BAIRRO MORRO GRANDE DA BOA VISTA EM,226634,35226634,MORRO GRANDE DA BOA VISTA,BRAGANCA PAULISTA,12900005,RUA,BAIRRO MORRO GRANDE BOA VISTA,SN
braganca paulista,ALDO BOLINI PADRE EM,aldo bolini padre em,MUNICIPAL,ALDO BOLINI PADRE EM,204481,35204481,NUCLEO HABITACIONAL PADRE ALDO BOLINI,BRAGANCA PAULISTA,12908420,AVENIDA,DJANIRA BRANDI BERTOLOTTI,SN
braganca paulista,FRANCISCO MURILO PINTO PROF DR ESCOLA MUNICIPAL,francisco murilo pinto prof dr escola municipal,MUNICIPAL,FRANCISCO MURILO PINTO PROF DR ESCOLA MUNICIPAL,281141,35281141,JARDIM AGUAS CLARAS,BRAGANCA PAULISTA,12929090,AVENIDA,ANTONIO PIEROTTI,SN
braganca paulista,ZITTA DE MELLO BARBOSA PROFA EM,zitta de mello barbosa profa em,MUNICIPAL,ZITTA DE MELLO BARBOSA PROFA EM,204663,35204663,PENHA,BRAGANCA PAULISTA,12929470,AVENIDA,PENHA NOSSA SENHORA,807
braganca paulista,MARIA LOSSASSO SABELLA PROFA EM,maria lossasso sabella profa em,MUNICIPAL,MARIA LOSSASSO SABELLA PROFA EM,270465,35270465,PLANEJADA I,BRAGANCA PAULISTA,12929090,AVENIDA,ZENOVIA  CIOBAN,SN
braganca paulista,ORLANDO PINTO DE OLIVEIRA PROF EM,orlando pinto de oliveira prof em,MUNICIPAL,ORLANDO PINTO DE OLIVEIRA PROF EM,60689,35060689,VILA SANTA LIBANIA,BRAGANCA PAULISTA,12904140,AVENIDA,EUZEBIO SAVAIO,96
braganca paulista,PAULO SERGIO FERNANDES DE OLIVEIRA DES PROF DR EM,paulo sergio fernandes de oliveira des prof dr em,MUNICIPAL,PAULO SERGIO FERNANDES DE OLIVEIRA DES PROF DR EM,439150,35439150,VILA SANTA LIBANIA,BRAGANCA PAULISTA,12904180,RUA,BOCAINA,478
braganca paulista,HENEDINA RODRIGUES CORTEZ I DONA EM,henedina rodrigues cortez i dona em,MUNICIPAL,HENEDINA RODRIGUES CORTEZ I DONA EM,204596,35204596,JARDIM DA FRATERNIDADE,BRAGANCA PAULISTA,12926680,RUA,LEOVIGILDO DANTAS DE BRITTO,300
braganca paulista,FERNANDO DA SILVA LEME PROF EM,fernando da silva leme prof em,MUNICIPAL,FERNANDO DA SILVA LEME PROF EM,204584,35204584,SANTA LUZIA,BRAGANCA PAULISTA,12919514,RUA,ITAPECHINGA,995
braganca paulista,CELIA GRASSON PROFA ESCOLA MUNICIPAL,celia grasson profa escola municipal,MUNICIPAL,CELIA GRASSON PROFA ESCOLA MUNICIPAL,481026,35481026,CIDADE JARDIM,BRAGANCA PAULISTA,12903721,ESTRADA,ESTRADA MUNICIPAL FRANCISCO LOPES ROJAS,1286
braganca paulista,AFFONSO RISI PROF DR EM,affonso risi prof dr em,MUNICIPAL,AFFONSO RISI PROF DR EM,204675,35204675,JARDIM DO CEDRO,BRAGANCA PAULISTA,12926282,RUA,JOSE DOMINICCI,1241
braganca paulista,IVONNE DOS SANTOS DIAS PROFA EM,ivonne dos santos dias profa em,MUNICIPAL,IVONNE DOS SANTOS DIAS PROFA EM,247285,35247285,CIDADE PLANEJADA II,BRAGANCA PAULISTA,12922580,RUA,AGOSTINHO ROSA,260
braganca paulista,JOAQUIM THEODORO DA SILVA PROF EM,joaquim theodoro da silva prof em,MUNICIPAL,JOAQUIM THEODORO DA SILVA PROF EM,226609,35226609,JARDIM DOUTOR JULIO DE MESQUITA FILHO,BRAGANCA PAULISTA,12910610,AVENIDA,FRANCISCO SAMUEL LUCCHESI,421
braganca paulista,JORGE TIBIRICA DR EM,jorge tibirica dr em,MUNICIPAL,JORGE TIBIRICA DR EM,226610,35226610,CENTRO,BRAGANCA PAULISTA,12900340,RUA,LEME CORONEL,SN
paraguacu paulista,RUTHNEA DE CASSIA SOUZA PROFA EMEI,ruthnea de cassia souza profa emei,MUNICIPAL,RUTHNEA DE CASSIA SOUZA PROFA EMEI,88973,35088973,VILA NOVA,PARAGUACU PAULISTA,19700000,RUA,RUA HERCULANO AZEVEDO,463
paraguacu paulista,ANTONIO NOGUEIRA CORONEL EMEF,antonio nogueira coronel emef,MUNICIPAL,ANTONIO NOGUEIRA CORONEL EMEF,215867,35215867,CENTRO,PARAGUACU PAULISTA,19700000,RUA,RUA MARIA PAULA GAMBIER COSTA,586
paraguacu paulista,IVONY AFFINI MATHEUS PROFA EMEIF,ivony affini matheus profa emeif,MUNICIPAL,IVONY AFFINI MATHEUS PROFA EMEIF,215892,35215892,CENTRO,CONCEICAO DE MONTE ALEGRE,19700000,DISTRITO CONCEICAO DE MONTE ALEGRE,AVENIDA EMILIANO V DE CARVALHO,509
americo brasiliense,LEILA LUCIA DIAS DE TOLEDO PIZA DURANTE CER,leila lucia dias de toledo piza durante cer,MUNICIPAL,LEILA LUCIA DIAS DE TOLEDO PIZA DURANTE CER,211965,35211965,JARDIM BELA VISTA,AMERICO BRASILIENSE,14820000,RUA,RUA MANOEL JOSE PIRES,751
americo brasiliense,THEREZA QUADRADO BARBIERI CENTRO DE EDUCACAO E RECREACAO,thereza quadrado barbieri centro de educacao e recreacao,MUNICIPAL,THEREZA QUADRADO BARBIERI CENTRO DE EDUCACAO E RECREACAO,392352,35392352,JARDIM LUIS OMETTO II,AMERICO BRASILIENSE,14820000,RUA,AVENIDA RAFAEL HERVIAS RODRIGUES,192
americo brasiliense,EMEF ATEMARO RODRIGUES DE SOUZA,emef atemaro rodrigues de souza,MUNICIPAL,EMEF ATEMARO RODRIGUES DE SOUZA,569264,35569264,JARDIM SANTA TEREZINHA,AMERICO BRASILIENSE,14820000,RUA,RUA JOSE CARLESCI,SN
americo brasiliense,AMERICO RONCALLI EMEF,americo roncalli emef,MUNICIPAL,AMERICO RONCALLI EMEF,223438,35223438,JARDIM SAO JOSE,AMERICO BRASILIENSE,14820000,RUA,AVENIDA SECONDO DELLA ROVERE,595
americo brasiliense,SIMONE IRENE PAVAO CER,simone irene pavao cer,MUNICIPAL,SIMONE IRENE PAVAO CER,211941,35211941,JARDIM VISTA ALEGRE,AMERICO BRASILIENSE,14820000,RUA,RUA FERNANDO PRESTES,393
americo brasiliense,VERA LUCIA CAVASSANI CER,vera lucia cavassani cer,MUNICIPAL,VERA LUCIA CAVASSANI CER,236160,35236160,JARDIM SAO JOSE,AMERICO BRASILIENSE,14820000,RUA,AVENIDA SECONDO DELLA ROVERE,615
americo brasiliense,VIRGILIO GOMES PROF EMEF,virgilio gomes prof emef,MUNICIPAL,VIRGILIO GOMES PROF EMEF,225897,35225897,JARDIM VISTA ALEGRE,AMERICO BRASILIENSE,14820000,RUA,RUA FERNANDO PRESTES,SN
americo brasiliense,JOAO BAPTISTA PEREIRA DE ALMEIDA DR EMEF,joao baptista pereira de almeida dr emef,MUNICIPAL,JOAO BAPTISTA PEREIRA DE ALMEIDA DR EMEF,215211,35215211,CENTRO,AMERICO BRASILIENSE,14820000,RUA,AVENIDA JOAQUIM AFONSO COSTA,393
americo brasiliense,SHIRLEY PIEROBON NEUBHAHER CER,shirley pierobon neubhaher cer,MUNICIPAL,SHIRLEY PIEROBON NEUBHAHER CER,211953,35211953,JARDIM VISTA ALEGRE,AMERICO BRASILIENSE,14820000,RUA,AVENIDA DAS ARARAS,SN
americo brasiliense,LILIANE MAURICIO CENTRO DE EDUCACAO E RECREACAO,liliane mauricio centro de educacao e recreacao,MUNICIPAL,LILIANE MAURICIO CENTRO DE EDUCACAO E RECREACAO,247212,35247212,SAO JUDAS TADEU,AMERICO BRASILIENSE,14820000,RUA,RUA ZORAIDE PEREIRA DE CORDIS,SN
americo brasiliense,CAROLINA OMETTO PAVAN CER,carolina ometto pavan cer,MUNICIPAL,CAROLINA OMETTO PAVAN CER,471732,35471732,CENTRO,AMERICO BRASILIENSE,14820000,RUA,RUA MANOEL BORBA,112
braganca paulista,MARIA IGNEA MORALES GARCIA PROFA EM,maria ignea morales garcia profa em,MUNICIPAL,MARIA IGNEA MORALES GARCIA PROFA EM,213974,35213974,JARDIM SANTA RITA DE CASSIA,BRAGANCA PAULISTA,12914001,AVENIDA,ANTONIO PIRES PIMENTEL,1997
braganca paulista,ANTONIO DORIVAL MONTEIRO DE OLIVEIRA EM,antonio dorival monteiro de oliveira em,MUNICIPAL,ANTONIO DORIVAL MONTEIRO DE OLIVEIRA EM,226579,35226579,JARDIM IGUATEMI,BRAGANCA PAULISTA,12903680,RUA,ANTONIO LUPPE,200
braganca paulista,MARIA ERCI RAMOS VALLE PROFA EM,maria erci ramos valle profa em,MUNICIPAL,MARIA ERCI RAMOS VALLE PROFA EM,371786,35371786,NUCLEO RESIDENCIAL HENEDINA RODRIGUES CORTEZ,BRAGANCA PAULISTA,12927130,AVENIDA,8 DE MAIO,SN
braganca paulista,JOSE MURILLO ARRUDA PROF - PROF JUCA EM,jose murillo arruda prof - prof juca em,MUNICIPAL,JOSE MURILLO ARRUDA PROF - PROF JUCA EM,449209,35449209,APARECIDA,BRAGANCA PAULISTA,12912530,AVENIDA,CRISTOVAO SAO,291
braganca paulista,AUGUSTO VASCONCELLOS EM,augusto vasconcellos em,MUNICIPAL,AUGUSTO VASCONCELLOS EM,204511,35204511,JARDIM SAO LOURENCO,BRAGANCA PAULISTA,12908530,AVENIDA,RUA ALONSO C AMARAL,220
braganca paulista,HAIDEE MARCAL SERBIN PROFA EM,haidee marcal serbin profa em,MUNICIPAL,HAIDEE MARCAL SERBIN PROFA EM,236858,35236858,NUCLEO RESIDENCIAL HENEDINA RODRIGUES CORTEZ,BRAGANCA PAULISTA,12927120,ALAMEDA,SAULO CRISPIM MARQUES,SN
braganca paulista,CREUSA GOMES DE AZEVEDO PROFA EM,creusa gomes de azevedo profa em,MUNICIPAL,CREUSA GOMES DE AZEVEDO PROFA EM,436161,35436161,VILA MUNICIPAL,BRAGANCA PAULISTA,12912230,RUA,BERNARDO STEFANI,415
braganca paulista,JANDYRA COLOMBI COSTA VALENTE PROFA EM,jandyra colombi costa valente profa em,MUNICIPAL,JANDYRA COLOMBI COSTA VALENTE PROFA EM,226580,35226580,JARDIM SAO LOURENCO,BRAGANCA PAULISTA,12908511,RUA,PROJETADA UM,101
braganca paulista,THEREZINHA DE LIMA BELLOTTO PROFA EM,therezinha de lima bellotto profa em,MUNICIPAL,THEREZINHA DE LIMA BELLOTTO PROFA EM,226683,35226683,MAE DOS HOMENS,BRAGANCA PAULISTA,7787010,RUA,BAIRRO MAE DOS HOMENS,SN
braganca paulista,NILZA FARIA PROFA EM,nilza faria profa em,MUNICIPAL,NILZA FARIA PROFA EM,222549,35222549,JARDIM DO CEDRO,BRAGANCA PAULISTA,12926282,RUA,JOSE DOMINICCI,SN
braganca paulista,DINORAH RAMOS PROF EM,dinorah ramos prof em,MUNICIPAL,DINORAH RAMOS PROF EM,246463,35246463,CIDADE PLANEJADA II,BRAGANCA PAULISTA,12922580,RUA,AGOSTINHO ROSA,260
santa gertrudes,CECY APPARECIDA ROCHA DE AGUIAR PROFA EMEF,cecy apparecida rocha de aguiar profa emef,MUNICIPAL,CECY APPARECIDA ROCHA DE AGUIAR PROFA EMEF,227882,35227882,JARDIM DAS PAINEIRAS,SANTA GERTRUDES,13510000,RUA,AVENIDA FRANCISCO VITTI,50
santa gertrudes,ANTONIO FILIER PREFEITO EMEIEF,antonio filier prefeito emeief,MUNICIPAL,ANTONIO FILIER PREFEITO EMEIEF,435806,35435806,PARQUE DOS JEQUITIBAS,SANTA GERTRUDES,13510000,RUA,RUA SEBASTIAO DENARDI,716
santa gertrudes,GERALDO APARECIDO ROCHA PROF EMEI,geraldo aparecido rocha prof emei,MUNICIPAL,GERALDO APARECIDO ROCHA PROF EMEI,275141,35275141,JARDIM PAULISTA,SANTA GERTRUDES,13510000,RUA,AVENIDA SAO PAULO,20
santa gertrudes,EUGENIO SECCO VEREADOR EMEI,eugenio secco vereador emei,MUNICIPAL,EUGENIO SECCO VEREADOR EMEI,243000,35243000,CENTRO,SANTA GERTRUDES,13510000,RUA,AVENIDA 11,65
santa gertrudes,QUERINO VOLANI PADRE CRECHE MUNICIPAL,querino volani padre creche municipal,MUNICIPAL,QUERINO VOLANI PADRE CRECHE MUNICIPAL,562853,35562853,JARDIM NOVA SANTA GERTRUDES,SANTA GERTRUDES,13510000,RUA,RUA CARLOS LUIZ DE SOUZA,35
santa gertrudes,EDNA TERESA FIORIO EMEF,edna teresa fiorio emef,MUNICIPAL,EDNA TERESA FIORIO EMEF,282637,35282637,JARDIM MARGARIDA,SANTA GERTRUDES,13510000,RUA,AVENIDA HUM,563
aparecida,CRIANCA FELIZ CRECHE EMEI,crianca feliz creche emei,MUNICIPAL,CRIANCA FELIZ CRECHE EMEI,202952,35202952,SANTA RITA,APARECIDA,12570000,AVENIDA,RUA ANTONIO FRANCA SOUZA,105
iacri,IACRI CRECHE MUNICIPAL DE,iacri creche municipal de,MUNICIPAL,IACRI CRECHE MUNICIPAL DE,231150,35231150,CENTRO,IACRI,17680000,"",PROLONGAMENTO DA RUA LUIZ DE GIULLI,1912
iacri,LUCIA VIOLIN DE GIULLI EMEIEF,lucia violin de giulli emeief,MUNICIPAL,LUCIA VIOLIN DE GIULLI EMEIEF,62261,35062261,CENTRO,IACRI,17680000,"",RUA BAHIA,1670
santa gertrudes,TEREZA PASCON VITTE CRECHE MUNICIPAL,tereza pascon vitte creche municipal,MUNICIPAL,TEREZA PASCON VITTE CRECHE MUNICIPAL,274902,35274902,JARDIM INDAIA II,SANTA GERTRUDES,13510000,RUA,RUA CINCO,755
santa gertrudes,LYGIA BUSCHINELLI EMEI,lygia buschinelli emei,MUNICIPAL,LYGIA BUSCHINELLI EMEI,243012,35243012,JARDIM LUCIANA,SANTA GERTRUDES,13510000,RUA,RUA NOSSA SENHORA APARECIDA,320
alto alegre,MUNDO ENCANTADO EMEI,mundo encantado emei,MUNICIPAL,MUNDO ENCANTADO EMEI,62522,35062522,CENTRO,ALTO ALEGRE,16310000,PREDIO ESCOLAR,DOUTOR ACYR ALVES LEITE,926
alto alegre,EMEF PROFESSOR SUSSUMI IVAMA,emef professor sussumi ivama,MUNICIPAL,EMEF PROFESSOR SUSSUMI IVAMA,436379,35436379,CENTRO,ALTO ALEGRE,16310000,PREDIO ESCOLAR,ACYR ALVES LEITE DOUTOR,948
tatui,EUGENIO SANTOS EM,eugenio santos em,MUNICIPAL,EUGENIO SANTOS EM,196435,35196435,CENTRO,TATUI,18270020,PRACA,ADELAIDE GUEDES,SN
tatui,EUNICE PEREIRA DE CAMARGO PROFA EMEF,eunice pereira de camargo profa emef,MUNICIPAL,EUNICE PEREIRA DE CAMARGO PROFA EMEF,287908,35287908,JARDINS DE TATUI,TATUI,18280000,RODOVIA,RUA JOAO CASTANHO,35
tatui,ROSALINA HOLTZ DE PAULA PROFA CRECHE MUNICIPAL,rosalina holtz de paula profa creche municipal,MUNICIPAL,ROSALINA HOLTZ DE PAULA PROFA CRECHE MUNICIPAL,211539,35211539,ISOLAMENTO,TATUI,18276130,RUA,RUA VICENTE CARDOSO,1591
tatui,BENEDICTA PEREIRA FIUZA ORSI PROFA CEPEM,benedicta pereira fiuza orsi profa cepem,MUNICIPAL,BENEDICTA PEREIRA FIUZA ORSI PROFA CEPEM,76824,35076824,CENTRO,TATUI,18270390,PRACA,PRACA DA BANDEIRA,15
tatui,ESCOLA MUN DE EDUCACAO INFANTIL ALZIRA LEDO BOMFIM,escola mun de educacao infantil alzira ledo bomfim,MUNICIPAL,ESCOLA MUN DE EDUCACAO INFANTIL ALZIRA LEDO BOMFIM,576803,35576803,CENTRO,TATUI,18270180,RUA,HUMAITA,603
tatui,MARIA DA CONCEICAO OLIVEIRA MARCONDES PROFA EM,maria da conceicao oliveira marcondes profa em,MUNICIPAL,MARIA DA CONCEICAO OLIVEIRA MARCONDES PROFA EM,196484,35196484,JARDIM SAO LUIZ,TATUI,18276550,RUA,JUSTO DEL SANTORO CONSTRUTOR,300
sud mennucci,JOSE BENIGO GOMES EMEF,jose benigo gomes emef,MUNICIPAL,JOSE BENIGO GOMES EMEF,273570,35273570,BANDEIRANTES D OESTE,SUD MENUCCI,15360000,AVENIDA,RUA 13 DE MAIO,452
sud mennucci,VICTOR PADILHA PROFESSOR EMEF,victor padilha professor emef,MUNICIPAL,VICTOR PADILHA PROFESSOR EMEF,273569,35273569,CENTRO,SUD MENUCCI,15360000,AVENIDA,RUA CICERO CASTILHO CUNHA,426
sud mennucci,EMEF MARIA FLAVIA GALVAO FUMAGALLI,emef maria flavia galvao fumagalli,MUNICIPAL,EMEF MARIA FLAVIA GALVAO FUMAGALLI,584058,35584058,CENTRO,SUD MENUCCI,15360000,AVENIDA,RUA MARECHAL CASTELO BRANCO,390
birigui,DARCY GARCIA GAVIRA PROFA EM,darcy garcia gavira profa em,MUNICIPAL,DARCY GARCIA GAVIRA PROFA EM,94626,35094626,NUCLEO HABITACIONAL THEREZA MARIA BARBIERI,BIRIGUI,16203227,RUA,JOSE VIEIRA,438
birigui,LUCIANO AUGUSTO CANELLAS PROFESSOR EM,luciano augusto canellas professor em,MUNICIPAL,LUCIANO AUGUSTO CANELLAS PROFESSOR EM,412612,35412612,JARDIM VISTA ALEGRE,BIRIGUI,16204263,RUA,RUA SALVADOR SANCHES,150
